id;name;meaning;gender;origin;PeoplesCount;WhenPeoplesCount;Source
28281;Aahan;Dawn / Morning;Male;Hindi;236;04.07.2016 13:29:36;myData.biz
28282;Aala;She who hunts and heals;Female;American;2000;04.07.2016 13:29:43;myData.biz
28283;Aaleahya;Sunshine;Female;Indian;17;04.07.2016 13:29:51;myData.biz
28284;Aaleyah;The greatest gift of God.;Female;Arabic;172;04.07.2016 13:30:00;myData.biz
28285;Aalijah;The lord is god. Variant of Elijah.;Female;Hebrew;64;04.07.2016 13:30:08;myData.biz
28286;Aaliyah;Ascender;Female;Arabic;22000;04.07.2016 13:30:16;myData.biz
28287;Aaliyah;Highly exalted.;Female;Hebrew;22000;04.07.2016 13:30:23;myData.biz
28288;Aamori;;Female;African;33;04.07.2016 13:30:32;myData.biz
28289;Aanjay;Unconquerable;Female;Indian;19;04.07.2016 13:30:41;myData.biz
28290;Aaralyn;With song;Female;American;216;04.07.2016 13:30:49;myData.biz
28291;Aaric;Variant of Aric meaning rule with mercy.;Male;English;395;04.07.2016 13:30:55;myData.biz
28292;Aarika;"""Alternate Spelling: Erika, Erica, Ericka.""";Female;Unknown;768;04.07.2016 13:31:03;myData.biz
28293;Aaron;high mountain;Male;Hebrew;555000;04.07.2016 13:31:13;myData.biz
28294;Aaron;High mountain: Lofty or inspired. In the bible Moses' brother Aaron was Israel's first high priest and is remembered for his staff which blossomed miraculously. Popular in English speaking countries since the Protestant Reformation.;Male;Hebrew;555000;04.07.2016 13:31:19;myData.biz
28295;Aarshiya;Heavenly;Female;Unknown;29;04.07.2016 13:31:29;myData.biz
28296;Aart;like an eagle;Male;Anglo;4000;04.07.2016 13:31:35;myData.biz
28297;Aart;Like an eagle;Male;Anglo-Saxon;4000;04.07.2016 13:31:43;myData.biz
28298;Aarthi;Way of offering prayer to god;Female;Indian;3000;04.07.2016 13:31:51;myData.biz
28299;Aarush;First ray of sun.;Male;India;1000;04.07.2016 13:31:59;myData.biz
28300;Aarushi;First ray of the sun.;Female;Indian;2000;04.07.2016 13:32:07;myData.biz
28301;Aase;tree-covered mountain AEGILEIF;Female;Norse;3000;04.07.2016 13:32:16;myData.biz
28302;Aashish;Blessing.;Male;Hindu;10000;04.07.2016 13:32:23;myData.biz
28303;Aashka;Blessing;Female;Indian;377;04.07.2016 13:32:31;myData.biz
28304;Aasiya;"""derived from the arabic verb, to abound, and means abundant, flourishing, thriving, prosperous""";Female;Unknown;0;04.07.2016 13:32:39;myData.biz
28305;Aaylah;Light bearer;Female;Unknown;17;04.07.2016 13:32:48;myData.biz
28306;Abagail;Gives Joy.;Female;Hebrew;1000;04.07.2016 13:32:56;myData.biz
28307;Abaigael;Gives joy;Female;Hebrew;23;04.07.2016 13:33:04;myData.biz
28308;Abaigeal;Gives joy;Female;Hebrew;114;04.07.2016 13:33:12;myData.biz
28309;Aballach;father of Modron;Male;Arthurian;5;04.07.2016 13:33:20;myData.biz
28310;Aballach;Father of Modron;Male;Arthurian Legend;5;04.07.2016 13:33:27;myData.biz
28311;Aban;"old Arabic name; meaning unknown";Male;Arabic;7000;04.07.2016 13:33:35;myData.biz
28312;Abantiades;descendant of Abas ABAS,ABASANTIS;Male;Latin;2;04.07.2016 13:33:43;myData.biz
28313;Abarrane;Feminine form of Abraham father of many;Female;Hebrew;13;04.07.2016 13:33:51;myData.biz
28314;Abarrane;"feminine form of Abraham, &quot;father of many.&quot;Variant, Abame, exists.";Female;Hebrew;13;04.07.2016 13:33:59;myData.biz
28315;Abarrane;"Feminine form of Abraham, from Hebrew.&quot;Father of many.&quot;";Female;Basque;13;04.07.2016 13:34:09;myData.biz
28316;Abarron;Father of a multitude;Male;Hebrew;56;04.07.2016 13:34:16;myData.biz
28317;Abasi;stern;Male;Egyptian;3000;04.07.2016 13:34:24;myData.biz
28318;Abasi;"Swahili name meaning &quot;stern.&quot;";Male;African;3000;04.07.2016 13:34:31;myData.biz
28319;Abayomi;brings joy;Male;Egyptian;0;04.07.2016 13:34:39;myData.biz
28320;Abayomi;"Of uncertain African origin.Means &quot;born to bring me joy.&quot;";Male;African;0;04.07.2016 13:34:47;myData.biz
28321;Abba;Father;Male;Arabic;23000;04.07.2016 13:34:55;myData.biz
28322;Abba;Ghanaian name for females born on Thursday.;Female;African;23000;04.07.2016 13:35:03;myData.biz
28323;Abban;Abbot;Male;Irish;1000;04.07.2016 13:35:11;myData.biz
28324;Abban;abbot ABRACHAM, BRAM;Male;Irish;1000;04.07.2016 13:35:19;myData.biz
28325;Abbas;Lion;Male;Arabic;162000;04.07.2016 13:35:27;myData.biz
28326;Abbey;My father rejoices. Biblical: the name of King David's third wife described as good in discretion and beautiful in form.;Female;Hebrew;100000;04.07.2016 13:35:36;myData.biz
28327;Abbie;"""Gives joy, My father rejoices. Biblical: the name of King David's third wife described as good in discretion and beautiful in form.""";Female;Hebrew;46000;04.07.2016 13:35:43;myData.biz
28328;Abbigale;;Female;Unknown;346;04.07.2016 13:35:52;myData.biz
28329;Abboid;abbey father;Male;Gaelic;2;04.07.2016 13:35:59;myData.biz
28330;Abbot;Abbey father;Male;English;8000;04.07.2016 13:36:07;myData.biz
28331;Abbot;Father;Male;Hebrew;8000;04.07.2016 13:36:15;myData.biz
28332;Abbotson;Son of Abbot;Male;Hebrew;49;04.07.2016 13:36:24;myData.biz
28333;Abbott;Abbey father;Male;English;179000;04.07.2016 13:36:33;myData.biz
28334;Abbott;Father;Male;Hebrew;179000;04.07.2016 13:36:39;myData.biz
28335;Abbud;worshipper;Male;Arabic;975;04.07.2016 13:36:47;myData.biz
28336;Abbudin;worshippers;Male;Arabic;15;04.07.2016 13:36:57;myData.biz
28337;Abby;My father rejoices. Biblical: the name of King David's third wife described as good in discretion and beautiful in form.;Female;Hebrew;156000;04.07.2016 13:37:03;myData.biz
28338;Abd Al Alim;Servant of the all knowing;Male;Arabic;19;04.07.2016 13:37:11;myData.biz
28339;Abd Al Bari;Servant of Allah;Male;Arabic;11;04.07.2016 13:37:19;myData.biz
28340;Abd Al Hakim;Servant of the wise;Male;Arabic;39;04.07.2016 13:37:27;myData.biz
28341;Abd Al Jabbar;Servant of the mighty;Male;Arabic;0;04.07.2016 13:37:35;myData.biz
28342;Abd Al Matin;Servant of the strong;Male;Arabic;0;04.07.2016 13:37:43;myData.biz
28343;Abd Al Qadir;Servant of the capable;Male;Arabic;49;04.07.2016 13:37:52;myData.biz
28344;Abd Al Rashid;Servant of the guided;Male;Arabic;4;04.07.2016 13:37:59;myData.biz
28345;Abd Al Sami;Servant of the all hearing;Male;Arabic;1;04.07.2016 13:38:07;myData.biz
28346;Abd Er Rahman;Servant of the merciful one;Male;Arabic;8;04.07.2016 13:38:16;myData.biz
28347;Abda;servant;Male;Arabic;3000;04.07.2016 13:38:25;myData.biz
28348;Abdalla;"Swahili equivalent of Arabic, ABDULLAH, &quot;servant of God.&quot;";Male;African;26000;04.07.2016 13:38:31;myData.biz
28349;Abdalrahman;Servant of the merciful one;Male;Arabic;3000;04.07.2016 13:38:39;myData.biz
28350;Abdel;Servant;Male;Arabic;69000;04.07.2016 13:38:47;myData.biz
28351;Abdelahi;Muslim name, popular in Somalia. Meaning unknown.;Male;African;52;04.07.2016 13:38:57;myData.biz
28352;Abdera;from Abdera;Female;Greek;155;04.07.2016 13:39:04;myData.biz
28353;Abderus;myth name (a friend of Hercules);Male;Greek;25;04.07.2016 13:39:11;myData.biz
28354;Abdi;"Muslim name, popular in Somalia, meaning &quot;my servant.&quot;";Male;African;68000;04.07.2016 13:39:19;myData.biz
28355;Abdikarim;"Muslim name, popular in Somalia, meaning &quot;slave of God.&quot;";Male;African;1000;04.07.2016 13:39:27;myData.biz
28356;Abdimelech;"Name of an Aethiopian eunuch who lived in ancient Rome.Name means &quot;servant to kings.&quot; Could be shortened to ABDI or MELECH.";Male;African;0;04.07.2016 13:39:35;myData.biz
28357;Abdiraxman;"Somali equivalent of Muslim, ABD AL RAHMAN, meaning &quot;servant of the Mercifully Gracious.&quot;";Male;African;146;04.07.2016 13:39:43;myData.biz
28358;Abdul;Servant of God;Male;Arabic;504000;04.07.2016 13:39:53;myData.biz
28359;Abdul- Matin;servant of the strong one;Male;Arabic;698;04.07.2016 13:39:59;myData.biz
28360;Abdul- Qadir;servant of the capable and powerful one;Male;Arabic;3000;04.07.2016 13:40:07;myData.biz
28361;Abdul- Rashid;servant of the guided one;Male;Arabic;3000;04.07.2016 13:40:15;myData.biz
28362;Abdul- Sami;servant of the all-hearing;Male;Arabic;834;04.07.2016 13:40:23;myData.biz
28363;Abdul, Abdel;servant of;Male;Arabic;17;04.07.2016 13:40:32;myData.biz
28364;Abdul-Alim;servant of the omniscient;Male;Arabic;1000;04.07.2016 13:40:39;myData.biz
28365;Abdul-Aliyy;servant of the most high;Male;Arabic;11;04.07.2016 13:40:47;myData.biz
28366;Abdul-Azim;servant of the mighty;Male;Arabic;742;04.07.2016 13:40:56;myData.biz
28367;Abdul-Aziz;servant of the powerful one;Male;Arabic;24000;04.07.2016 13:41:03;myData.biz
28368;Abdul-Bari;servant of the Creator;Male;Arabic;1000;04.07.2016 13:41:11;myData.biz
28369;Abdul-Basit;servant of the extender;Male;Arabic;5000;04.07.2016 13:41:19;myData.biz
28370;Abdul-Fattah;servant of the opener of the gates of sustenance;Male;Arabic;1000;04.07.2016 13:41:27;myData.biz
28371;Abdul-Ghaffar, Abdul-Ghaf;servant of the forgiver;Male;Arabic;0;04.07.2016 13:41:35;myData.biz
28372;Abdul-Hadi;servant of the guide;Male;Arabic;6000;04.07.2016 13:41:43;myData.biz
28373;Abdul-Hafiz;servant of the protector;Male;Arabic;0;04.07.2016 13:41:51;myData.biz
28374;Abdul-Hakam;servant of the arbitrator;Male;Arabic;134;04.07.2016 13:42:00;myData.biz
28375;Abdul-Hakim;servant of the wise one;Male;Arabic;3000;04.07.2016 13:42:07;myData.biz
28376;Abdul-Halim;servant of the mild and patient one;Male;Arabic;6000;04.07.2016 13:42:15;myData.biz
28377;Abdul-Hamid;servant of the praised one;Male;Arabic;0;04.07.2016 13:42:23;myData.biz
28378;Abdul-Haqq;servant of the truth;Male;Arabic;276;04.07.2016 13:42:32;myData.biz
28379;Abdul-Hasib;servant of the respected and esteemed one;Male;Arabic;186;04.07.2016 13:42:42;myData.biz
28380;Abdul-Jabbar;servant of the mighty;Male;Arabic;4000;04.07.2016 13:42:49;myData.biz
28381;Abdul-Jalil;servant of the great and revered one;Male;Arabic;2000;04.07.2016 13:42:55;myData.biz
28382;Abdul-Karim;servant of the noble and generous one;Male;Arabic;6000;04.07.2016 13:43:03;myData.biz
28383;Abdul-Khaliq;servant of the Creator;Male;Arabic;2000;04.07.2016 13:43:11;myData.biz
28384;Abdulla;Servant of God.;Male;Arabic;65000;04.07.2016 13:43:19;myData.biz
28385;Abdullah;Servant of God;Male;Arabic;669000;04.07.2016 13:43:28;myData.biz
28386;Abdullah, Abdul;servant of God;Male;Arabic;474;04.07.2016 13:43:36;myData.biz
28387;Abdul-Latif;servant of the kind one;Male;Arabic;13000;04.07.2016 13:43:43;myData.biz
28388;Abdul-Majid;servant of the glorious one;Male;Arabic;4000;04.07.2016 13:43:51;myData.biz
28389;Abdul-Malik;servant of the master or king;Male;Arabic;5000;04.07.2016 13:43:59;myData.biz
28390;Abdul-Muhaimin;servant of the supervisor/guardian/protector;Male;Arabic;538;04.07.2016 13:44:08;myData.biz
28391;Abdul-Mu'izz;servant of the giver of might and glory;Male;Arabic;37;04.07.2016 13:44:16;myData.biz
28392;Abdul-Mujib;servant of the responder;Male;Arabic;0;04.07.2016 13:44:23;myData.biz
28393;Abdul-Muta'al;servant of the most high;Male;Arabic;0;04.07.2016 13:44:31;myData.biz
28394;Abdul-Nasir;servant of the helper/protector;Male;Arabic;1000;04.07.2016 13:44:39;myData.biz
28395;Abdul-Nasser;servant of the victorious one;Male;Arabic;757;04.07.2016 13:44:47;myData.biz
28396;Abdul-Qahhar;servant of the subduer/almighty;Male;Arabic;67;04.07.2016 13:44:57;myData.biz
28397;Abdul-Quddus;servantof the most holy;Male;Arabic;617;04.07.2016 13:45:03;myData.biz
28398;Abdul-Rafi;servant of the one who raises and elevates the intellect/esteem;Male;Arabic;210;04.07.2016 13:45:11;myData.biz
28399;Abdul-Rahim;servant of the most compassionate one;Male;Arabic;8000;04.07.2016 13:45:19;myData.biz
28400;Abdul-Rahman;servant of the merciful one;Male;Arabic;40000;04.07.2016 13:45:27;myData.biz
28401;Abdul-Rahman, Abdalrahman;servant of the merciful one;Male;Arabic;2;04.07.2016 13:45:35;myData.biz
28402;Abdul-Ra'uf;servant of the most merciful one;Male;Arabic;37;04.07.2016 13:45:44;myData.biz
28403;Abdul-Razzaq;servant of the maintainer/provider;Male;Arabic;2000;04.07.2016 13:45:51;myData.biz
28404;Abdul-Sabur;servant of the patient one;Male;Arabic;91;04.07.2016 13:46:00;myData.biz
28405;Abdul-Salam;servant of the peace;Male;Arabic;5000;04.07.2016 13:46:07;myData.biz
28406;Abdul-Samad;servant of the eternal;Male;Arabic;6000;04.07.2016 13:46:15;myData.biz
28407;Abdul-Shakur;servant of the most thankful;Male;Arabic;140;04.07.2016 13:46:24;myData.biz
28408;Abdul-Tawwab;servant of the forgiver;Male;Arabic;38;04.07.2016 13:46:33;myData.biz
28409;Abdul-Wadud;servant of the loving;Male;Arabic;389;04.07.2016 13:46:39;myData.biz
28410;Abdul-Wahhab;servant of the giver;Male;Arabic;231;04.07.2016 13:46:48;myData.biz
28411;Abdul-Wahid;servant of the one;Male;Arabic;4000;04.07.2016 13:46:55;myData.biz
28412;Abeba;"Ethiopian female name meaning &quot;flower.&quot;";Female;African;3000;04.07.2016 13:47:03;myData.biz
28413;Abebe;"Amharic of Ethiopia name meaning &quot;he has flowered/flourished/grown.&quot;";Male;African;6000;04.07.2016 13:47:12;myData.biz
28414;Abebi;"Yoruba of Nigeria female name meaning &quot;we asked and got her&quot; or &quot;we asked for her and she came to us.&quot;";Female;African;178;04.07.2016 13:47:19;myData.biz
28415;Abedabun;"Cheyenne name meaning &quot;sight of day.&quot;";Female;Native;9;04.07.2016 13:47:27;myData.biz
28416;Abedabun;Sight of day (Chippewa);Female;Native American;9;04.07.2016 13:47:35;myData.biz
28417;Abeer;Fragrance.;Female;Arabic;32000;04.07.2016 13:47:43;myData.biz
28418;Abegayle;Gives joy;Female;Hebrew;37;04.07.2016 13:47:52;myData.biz
28419;Abel;Biblical name meaning Son or Breath. Abel was the son of Adam and Eve who was killed by his brother Cain in a fit of jealousy.;Male;Hebrew;139000;04.07.2016 13:47:59;myData.biz
28420;Abel;breath;Male;Hebrew;139000;04.07.2016 13:48:07;myData.biz
28421;Abel;breath;Male;Romanian;139000;04.07.2016 13:48:15;myData.biz
28422;Abelard;Resolute;Male;German;1000;04.07.2016 13:48:24;myData.biz
28423;Abelard,allard,alard;resolute ADAL,ADEL;Male;Teutonic;0;04.07.2016 13:48:31;myData.biz
28424;Abelia;"&quot;Breath, sigh.&quot; From Hebrew feminine form of Abel. Variants include Abelle and Abella.";Female;French;686;04.07.2016 13:48:39;myData.biz
28425;Abelia;"&quot;Sigh; breath.&quot;Variants include Abelie, Abella, and Abelle.";Female;Hebrew;686;04.07.2016 13:48:47;myData.biz
28426;Abell;Exhalation of breath. The second son of Adam in the bible. The variant Able is used as an English surname.;Male;Hebrew;7000;04.07.2016 13:48:55;myData.biz
28427;Abella;Breath;Female;French;2000;04.07.2016 13:49:04;myData.biz
28428;Abellona;Danish form of Greek Apollonia, the feminine form of Apollo, name of the sun god.;Female;Danish;26;04.07.2016 13:49:12;myData.biz
28429;Abena;Akan of Ghana name for females born on Tuesday.;Female;African;5000;04.07.2016 13:49:19;myData.biz
28430;Abeodan;announce;Male;Anglo;5;04.07.2016 13:49:27;myData.biz
28431;Abeodan;Announce;Male;Anglo-Saxon;5;04.07.2016 13:49:35;myData.biz
28432;Abequa;"Cheyenne name meaning &quot;stays at home.&quot;";Female;Native;9;04.07.2016 13:49:45;myData.biz
28433;Abequa;Stays at home (Chippewa);Female;Native American;9;04.07.2016 13:49:52;myData.biz
28434;Abeque;Stays at home (Chippewa);Female;Native American;10;04.07.2016 13:50:00;myData.biz
28435;Aberfa;from the mouth of the river ABERTHA;Female;Welsh;7;04.07.2016 13:50:07;myData.biz
28436;Aberthol;sacrifice AB-OWEN;Male;Welsh;4;04.07.2016 13:50:15;myData.biz
28437;Aberto;Italian form of Albert (noble);Male;Italian;2000;04.07.2016 13:50:23;myData.biz
28438;Abetzi;"Omaha name meaning &quot; yellow leaf.&quot;";Female;Native;7;04.07.2016 13:50:31;myData.biz
28439;Abey;"Omaha name meaning &quot; leaf.&quot;";Female;Native;5000;04.07.2016 13:50:39;myData.biz
28440;Abeytu;"Omaha name meaning &quot; green leaf.&quot;";Female;Native;7;04.07.2016 13:50:48;myData.biz
28441;Abhainn;River;Male;Scottish;44;04.07.2016 13:50:56;myData.biz
28442;Abhainn, Aibne;river ACAIR, AKIR, ACAISEID;Male;Scottish;0;04.07.2016 13:51:03;myData.biz
28443;Abhaya;has no fear;Male;Indian;1000;04.07.2016 13:51:11;myData.biz
28444;Abhimanyu;myth name (killed by Lakshmana);Male;Indian;9000;04.07.2016 13:51:19;myData.biz
28445;Abhirati;myth name (mother of five hundred children, a mother goddess);Female;Indian;4;04.07.2016 13:51:27;myData.biz
28446;Abhy;Gives joy;Female;Hebrew;1000;04.07.2016 13:51:36;myData.biz
28447;Abia;Great;Female;Arabic;11000;04.07.2016 13:51:43;myData.biz
28448;Abiageal;Irish form of Abigail (brings joy) ADARA, ATHDARA;Female;Irish;8;04.07.2016 13:51:52;myData.biz
28449;Abiageal;Irish form of Abigail brings joy;Female;Irish;8;04.07.2016 13:51:59;myData.biz
28450;Abiah;my father is the Lord;Male;Hebrew;185;04.07.2016 13:52:08;myData.biz
28451;Abichail;Gives joy;Female;Hebrew;9;04.07.2016 13:52:15;myData.biz
28452;Abida;"&quot;She who worships&quot;; also a Hebrew name meaning &quot;my father knows.&quot;";Female;Arabic;3000;04.07.2016 13:52:23;myData.biz
28453;Abida;God knows;Male;Hebrew;3000;04.07.2016 13:52:31;myData.biz
28454;Abiel;my father is God;Male;Hebrew;2000;04.07.2016 13:52:41;myData.biz
28455;Abigail;"&quot;Father rejoices.&quot;Some variants include Abagail, Abaigeal, Abbey, Abbie, and Abby. Diminutive, Gail, also exists.";Female;Hebrew;129000;04.07.2016 13:52:47;myData.biz
28456;Abigail;Gives joy: My father rejoices. Biblical: the name of King David's third wife described as good in discretion and beautiful in form.;Female;Hebrew;129000;04.07.2016 13:52:55;myData.biz
28457;Abigall;"""Fathers joy. Alternate Spellings: Abegale, Abgail, Abigale.""";Female;Hebrew;12;04.07.2016 13:53:04;myData.biz
28458;Abijah;"&quot;God is my father.&quot; Variants include Abisha, and Abishah.";Female;Hebrew;433;04.07.2016 13:53:12;myData.biz
28459;Abijah;the Lord is my father;Male;Hebrew;433;04.07.2016 13:53:20;myData.biz
28460;Abimelech;Father is king;Male;Hebrew;110;04.07.2016 13:53:28;myData.biz
28461;Abimelech;my father is king;Male;Hebrew;110;04.07.2016 13:53:36;myData.biz
28462;Abir;"Arabic name meaning &quot;fragrant; scent.&quot;Variant, Abeer, exists.";Female;Arabic;17000;04.07.2016 13:53:43;myData.biz
28463;Abir;Arabic: The fragrant one. Hebrew: Strong.;Male;"""arabic,hebrew""";17000;04.07.2016 13:53:51;myData.biz
28464;Abir;Fragrant;Female;Arabic;17000;04.07.2016 13:53:59;myData.biz
28465;Abir;Strong;Male;Hebrew;17000;04.07.2016 13:54:07;myData.biz
28466;Abiram;Father of heights;Male;Hebrew;484;04.07.2016 13:54:17;myData.biz
28467;Abisha;gift of God.Variants include Abijah, and Abishai;Male;Hebrew;573;04.07.2016 13:54:23;myData.biz
28468;Abisha;The Lord is my father;Male;Hebrew;573;04.07.2016 13:54:31;myData.biz
28469;Abital;"&quot;My father is dew.&quot; Variant, Avital, exists.";Female;Hebrew;93;04.07.2016 13:54:40;myData.biz
28470;Abjaja;born of a lotus;Male;Indian;0;04.07.2016 13:54:47;myData.biz
28471;Ablah;perfectly formed;Female;Arabic;248;04.07.2016 13:54:56;myData.biz
28472;Able;Exhalation of breath. The second son of Adam in the bible. The variant Able is used as an English surname.;Male;Hebrew;28000;04.07.2016 13:55:03;myData.biz
28473;Ablendan;blind;Male;Anglo;2;04.07.2016 13:55:11;myData.biz
28474;Ablendan;Blind;Male;Anglo-Saxon;2;04.07.2016 13:55:19;myData.biz
28475;Abner;father of light;Male;Hebrew;19000;04.07.2016 13:55:27;myData.biz
28476;Abner;Father of light. In the bible King Saul's cousin and commander of his army. Abner was a valiant warrior and clever strategist.;Male;Hebrew;19000;04.07.2016 13:55:35;myData.biz
28477;Abooksigun;"Algonquin name meaning &quot; wildcat.&quot;";Male;Native;10;04.07.2016 13:55:43;myData.biz
28478;Abooksigun;Wildcat (Algonquin);Male;Native American;10;04.07.2016 13:55:51;myData.biz
28479;Abra;"&quot;Example; lesson.&quot;Also a Hebrew name meaning &quot;parent of many.&quot;Variants include Abame, Abarrane, and Abrahana.";Female;Arabic;11000;04.07.2016 13:55:59;myData.biz
28480;Abra;"&quot;Parent of many.&quot;Also an Arabic name meaning &quot;example; lesson.&quot;Variants include Abame, Abarrane, and Abrahana.";Female;Hebrew;11000;04.07.2016 13:56:07;myData.biz
28481;Abra;Lesson;Female;Arabic;11000;04.07.2016 13:56:15;myData.biz
28482;Abra;Mother of many;Female;Hebrew;11000;04.07.2016 13:56:23;myData.biz
28483;Abracham;Irish form of Abraham;Male;Irish;63;04.07.2016 13:56:32;myData.biz
28484;Abracomas;"name of a governor; meaning unknown";Male;Aramaic;0;04.07.2016 13:56:39;myData.biz
28485;Abrafo;"Ghanaian name meaning &quot;warrior&quot; or &quot;executioner.&quot;It is a nickname for a troublemaker or someone who is hyper.";Male;African;21;04.07.2016 13:56:49;myData.biz
28486;Abraha;meaning unknown;Male;Arabic;1000;04.07.2016 13:56:55;myData.biz
28487;Abraham;father of a multitude.Variants include Avraham, Aram, Abarron, and Avidor;Male;Hebrew;228000;04.07.2016 13:57:03;myData.biz
28488;Abraham;Meaniing Father of a multitude Abraham the first of the Old Testament patriarchs. God changed it from Abram when He appointed him to be the father of the Hebrew nation.;Male;Hebrew;228000;04.07.2016 13:57:11;myData.biz
28489;Abram;Exalted father. The biblical patriarch Abraham's name before God changed it.;Male;Hebrew;18000;04.07.2016 13:57:19;myData.biz
28490;Abram;He who is high is father.Variants include Abe, Abey, Abie, Abramo, Avram, Avrom and Bram;Male;Hebrew;18000;04.07.2016 13:57:27;myData.biz
28491;Abramo;Father of a multitude;Male;Hebrew;3000;04.07.2016 13:57:35;myData.biz
28492;Abramo;Italian form of Abraham (father of many);Male;Italian;3000;04.07.2016 13:57:44;myData.biz
28493;Abran;Variant of Abram meaning Exalted father.;Male;Spanish;2000;04.07.2016 13:57:51;myData.biz
28494;Abrecan;storm;Male;Anglo;16;04.07.2016 13:58:00;myData.biz
28495;Abrecan;Storm;Male;Anglo-Saxon;16;04.07.2016 13:58:07;myData.biz
28496;Abriana;Variant of Italian.;Female;Italian;690;04.07.2016 13:58:15;myData.biz
28497;Abrianna;Mother of many nations.;Female;Unknown;795;04.07.2016 13:58:23;myData.biz
28498;Abriell;Variant of Gabrielle.;Male;Unknown;48;04.07.2016 13:58:32;myData.biz
28499;Abrihet;"Tigrinya of Ethiopia female name meaning &quot;she has made it light, she emanates light.&quot;";Female;African;49;04.07.2016 13:58:39;myData.biz
28500;Abril;The month April: symbolizes spring.;Female;Spanish;58000;04.07.2016 13:58:47;myData.biz
28501;Absalom;father is peace;Male;Hebrew;1000;04.07.2016 13:58:57;myData.biz
28502;Absalom;Father of peace. In the bible Absalom son of King David was renowned for handsome appearance and ability to win loyalty and allegiance.;Male;Hebrew;1000;04.07.2016 13:59:03;myData.biz
28503;Absyrtus;myth name (brother of Medea);Male;Greek;8;04.07.2016 13:59:11;myData.biz
28504;Abu Al Khayr;one who does good;Male;Arabic;5;04.07.2016 13:59:20;myData.biz
28505;Abu Bakr;Companion of Muhammad;Male;Arabic;3000;04.07.2016 13:59:27;myData.biz
28506;Abubakar;noble;Male;Egyptian;45000;04.07.2016 13:59:35;myData.biz
28507;Abukcheech;"Algonquin name meaning &quot; mouse.&quot;";Male;Native;2;04.07.2016 13:59:43;myData.biz
28508;Abukcheech;Mouse (Algonquin);Male;Native American;2;04.07.2016 13:59:51;myData.biz
28509;Abydos;from Abydos;Male;Greek;263;04.07.2016 14:00:00;myData.biz
28510;Acacia;"&quot;Resurrection&quot; or &quot;guileless.&quot;Name of a blossoming tree that symbolizes rebirth. Some variants are Cacia, Cacie, Casey, Cassie, Cassy, Kacia, Kacie, Kacey, Kassie, and Kassy.";Female;Greek;17000;04.07.2016 14:00:07;myData.biz
28511;Acacia;"&quot;thorny.&quot;";Female;African;17000;04.07.2016 14:00:15;myData.biz
28512;Acacia;Honorable. Biblical: acacia wood was used to build the wilderness Tabernacle.;Female;Spanish;17000;04.07.2016 14:00:23;myData.biz
28513;Academia;named for Ciceros villa ACARNANIA;Female;Latin;177000;04.07.2016 14:00:31;myData.biz
28514;Acair;Anchor;Male;Scottish;29;04.07.2016 14:00:40;myData.biz
28515;Acaiseid;Anchor;Male;Scottish;0;04.07.2016 14:00:47;myData.biz
28516;Acantha;thorn;Female;Greek;145;04.07.2016 14:00:56;myData.biz
28517;Acastus;myth name (an Argonaut);Male;Greek;54;04.07.2016 14:01:03;myData.biz
28518;Acca;"&quot;From Acca.&quot;";Female;Anglo;83000;04.07.2016 14:01:11;myData.biz
28519;Acca;From Acca;Female;Anglo-Saxon;83000;04.07.2016 14:01:19;myData.biz
28520;Accalon;lover of Margan le Fay (fifteenth century);Male;Arthurian;63;04.07.2016 14:01:27;myData.biz
28521;Accalon;Lover of Morgan le Fay;Male;Arthurian Legend;63;04.07.2016 14:01:35;myData.biz
28522;Ace;A nickname given to one who excels: also an English surname meaning noble.;Male;English;282000;04.07.2016 14:01:43;myData.biz
28523;Ace;unity;Male;Anglo;282000;04.07.2016 14:01:51;myData.biz
28524;Ace;Unity;Male;Anglo-Saxon;282000;04.07.2016 14:01:59;myData.biz
28525;Acel;Adherent of a nobleman;Male;French;2000;04.07.2016 14:02:08;myData.biz
28526;Aceline;"&quot;Noble, highborn.&quot; Variant Asceline exists.";Female;French;265;04.07.2016 14:02:16;myData.biz
28527;Aceline;Noble;Female;French;265;04.07.2016 14:02:23;myData.biz
28528;Acennan;brings;Male;Anglo;5;04.07.2016 14:02:31;myData.biz
28529;Acennan;Brings;Male;Anglo-Saxon;5;04.07.2016 14:02:39;myData.biz
28530;Acestes;myth name;Male;Greek;78;04.07.2016 14:02:48;myData.biz
28531;Acey;Unity;Male;Anglo-Saxon;2000;04.07.2016 14:02:56;myData.biz
28532;Achaius;Friend of a horse;Male;Scottish;46;04.07.2016 14:03:03;myData.biz
28533;Achak;"Algonquin name meaning &quot; spirit.&quot;";Male;Native;414;04.07.2016 14:03:12;myData.biz
28534;Achak;Spirit (Algonquin);Male;Native American;414;04.07.2016 14:03:19;myData.biz
28535;Achan;Dinka of south Sudan name for a female child in the first pair of twins.;Female;African;3000;04.07.2016 14:03:27;myData.biz
28536;Acharya;spiritual teacher;Male;Indian;46000;04.07.2016 14:03:35;myData.biz
28537;Achates;myth name (companion of Aeneas);Male;Greek;201;04.07.2016 14:03:43;myData.biz
28538;Achcauhtli;"unisexual name meaning &quot;leader.&quot;";Female;Nahuatl;4;04.07.2016 14:03:51;myData.biz
28539;Achcauhtli;"unisexual name meaning &quot;leader.&quot;";Male;Nahuatl;4;04.07.2016 14:04:00;myData.biz
